transaction_id,account_id,classification_id,project_id,analysis_work_item_id,sub_tree_id,debit_amount,credit_amount,description,notes,org_id
TXN00078-L565,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,8.0,1.0,30000.0,40000.0,12252004.05,0.0,تعويضات 3,,d5789445-11e3-4ad6-9297-b56521675114
TXN00078-L566,7accdb8c-bbd4-4b2c-abdd-706b8070b41a,8.0,1.0,30001.0,40000.0,916002.0,0.0,تعويضات 3,,d5789445-11e3-4ad6-9297-b56521675114
TXN00078-L567,7accdb8c-bbd4-4b2c-abdd-706b8070b41a,8.0,1.0,,30000.0,0.0,13168006.052370392,تعويضات 3,,d5789445-11e3-4ad6-9297-b56521675114
TXN00079-L568,7accdb8c-bbd4-4b2c-abdd-706b8070b41a,7.0,1.0,,30000.0,3901238.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00079-L569,3930be54-2a0c-42f8-a6b3-15eb14c9f0ba,7.0,1.0,,30000.0,289442.5500000003,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00079-L570,b9d58bc5-9721-45a4-9477-244be212e724,7.0,1.0,,30000.0,0.0,4190680.5500000003,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L571,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,93.0,17962.5,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L572,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,94.0,0.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L573,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,95.0,24246.45,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L574,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,96.0,72139.35,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L575,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,97.0,0.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L576,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,98.0,0.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L577,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,99.0,39012.38,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L578,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,100.0,0.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L579,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,101.0,0.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L580,b7b03032-4229-41bb-92e6-4712f7597010,8.0,1.0,1.0,104.0,36.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L581,e0db9265-2422-4661-81bb-b6ddc31cdcb5,8.0,1.0,,30008.0,37154.65,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L582,0e960703-a40e-4fcb-b19a-3564d2de7e75,8.0,1.0,,30009.0,195061.90000000002,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L583,0e960703-a40e-4fcb-b19a-3564d2de7e75,8.0,1.0,,30010.0,9753.095,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L584,31a3d74c-c3c4-42ac-a4c9-528871c64052,8.0,1.0,,30007.0,185773.25,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L585,217dd6e7-5840-4d87-b8ae-bd7235acd42e,8.0,1.0,,30006.0,419068.05500000005,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00080-L586,7accdb8c-bbd4-4b2c-abdd-706b8070b41a,8.0,1.0,,30000.0,0.0,1000207.63,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00081-L587,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,8.0,1.0,30000.0,40000.0,2958255.92,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00081-L588,7accdb8c-bbd4-4b2c-abdd-706b8070b41a,8.0,1.0,30001.0,40000.0,232217.0,0.0,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00081-L589,7accdb8c-bbd4-4b2c-abdd-706b8070b41a,8.0,1.0,,30000.0,0.0,3190472.92,مستخلص رقم 28,,d5789445-11e3-4ad6-9297-b56521675114
TXN00082-L590,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,30000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00082-L591,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20000.0,0.0,30000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00083-L592,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20000.0,30000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00083-L593,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,30000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00084-L594,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,20000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00084-L595,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20001.0,0.0,20000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00085-L596,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,30000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00085-L597,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20001.0,0.0,30000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00086-L598,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20001.0,50000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00086-L599,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,50000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00087-L600,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,300000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00087-L601,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,0.0,300000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00088-L602,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,300000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00088-L603,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,300000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00089-L604,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,823988.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00089-L605,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,0.0,823988.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00090-L606,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,235367.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00090-L607,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,0.0,235367.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00091-L608,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,20500.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00091-L609,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,0.0,20500.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00092-L610,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,37256.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00092-L611,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,0.0,37256.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00093-L612,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,367805.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00093-L613,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,0.0,367805.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00094-L614,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,50000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00094-L615,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,0.0,50000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00095-L616,94bdfa42-e515-4d4a-b006-27e5982f7128,,1.0,,20002.0,1065623.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00095-L617,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,1065623.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00096-L618,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,4555.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00096-L619,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,4555.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00097-L620,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,4555.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00097-L621,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,4555.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00098-L622,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,60000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00098-L623,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,60000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00099-L624,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,192000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00099-L625,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,192000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00100-L626,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,95000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00100-L627,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,95000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00101-L628,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,266200.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00101-L629,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,266200.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00102-L630,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,317000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00102-L631,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,317000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00103-L632,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,60000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00103-L633,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,60000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00104-L634,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,870200.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00104-L635,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,870200.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00105-L636,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,400000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00105-L637,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,400000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00106-L638,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,400000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00106-L639,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,400000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00107-L640,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,200000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00107-L641,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,200000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00108-L642,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,200000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00108-L643,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,200000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00109-L644,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,159000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00109-L645,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,159000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00110-L646,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,159000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00110-L647,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,159000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00111-L648,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,105000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00111-L649,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,105000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00112-L650,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,105000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00112-L651,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,105000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00113-L652,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,201000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00113-L653,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,201000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00114-L654,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,399000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00114-L655,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,399000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00115-L656,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,161000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00115-L657,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,161000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00116-L658,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,218000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00116-L659,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,218000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00117-L660,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,555000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00117-L661,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,555000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00118-L662,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,200000.0,0.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00118-L663,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,200000.0,سلفيه لحياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00119-L664,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,201000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00119-L665,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,201000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00120-L666,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,1133000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00120-L667,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,1133000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00121-L668,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,200000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00121-L669,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,200000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00122-L670,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,100000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00122-L671,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,100000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00123-L672,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,100000.0,0.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00123-L673,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,100000.0,رد سلفيه من حياه كريمه,,d5789445-11e3-4ad6-9297-b56521675114
TXN00124-L674,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,1000000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00124-L675,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,1000000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00125-L676,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,688000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00125-L677,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,688000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00126-L678,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,250000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00126-L679,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,250000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00127-L680,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,660000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00127-L681,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,660000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00128-L682,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,1400000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00128-L683,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,1400000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00130-L684,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,104000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00130-L685,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,104000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00132-L686,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,570000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00132-L687,94bdfa42-e515-4d4a-b006-27e5982f7128,,2.0,,20003.0,0.0,570000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00142-L688,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,500000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00142-L689,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,0.0,500000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00143-L690,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,353000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00143-L691,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,0.0,353000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00144-L692,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,198000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00144-L693,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,0.0,198000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00145-L694,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,1917100.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00145-L695,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,0.0,1917100.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00146-L696,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,4000000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00146-L697,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,4000000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00147-L698,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,320000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00147-L699,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,320000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00148-L700,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,115000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00148-L701,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,115000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00149-L702,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,2533100.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00149-L703,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,2533100.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00150-L704,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,950000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00150-L705,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,0.0,950000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00151-L706,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,950000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00151-L707,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,0.0,950000.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00152-L708,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,51000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00152-L709,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,0.0,51000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00153-L710,e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,,1.0,30000.0,40000.0,850000.0,0.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00153-L711,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,0.0,850000.0,سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
TXN00154-L712,94bdfa42-e515-4d4a-b006-27e5982f7128,,3.0,,20004.0,2000000.0,0.0,رد سلفيات,,d5789445-11e3-4ad6-9297-b56521675114
