tx_key,entry_number,entry_date,description,notes,total_debits,total_credits,lines_total_count,description_ar,notes_ar,approval_status,status,approval_method,is_posted
2226|2023-03-09,2226,2023-03-09,من ح/ سياره الموقع امير 1,nan,392032.0,0.0,23,من ح/ سياره الموقع امير 1,nan,approved,approved,line_based,True
2226|2023-03-11,2226,2023-03-11,سلفه للمهندس احمد توفيق عن شهر 3,nan,5620.0,0.0,8,سلفه للمهندس احمد توفيق عن شهر 3,nan,approved,approved,line_based,True
2226|2023-03-12,2226,2023-03-12,دفعه من مستخلص نجاره علي خليل,nan,168240.0,565892.0,13,دفعه من مستخلص نجاره علي خليل,nan,approved,approved,line_based,True
2227|2023-03-13,2227,2023-03-13,دفعه من حساب شركه الفتح للاسمنت,nan,324155.0,324155.0,17,دفعه من حساب شركه الفتح للاسمنت,nan,approved,approved,line_based,True
2228|2023-03-14,2228,2023-03-14,من حساب سياره الموقع امير 1,nan,15677.0,15677.0,10,من حساب سياره الموقع امير 1,nan,approved,approved,line_based,True
2229|2023-03-15,2229,2023-03-15,دفعه من مستخلص صحي علي فرج,nan,3700.0,3700.0,16,دفعه من مستخلص صحي علي فرج,nan,approved,approved,line_based,True
222|2022-10-17,222,2022-10-17,شراء حديد نقدا 3.210*18200,nan,58420.0,58420.0,2,شراء حديد نقدا 3.210*18200,nan,approved,approved,line_based,True
2230|2023-03-16,2230,2023-03-16,سهره استشاري صب دكه 25,nan,548172.0,548172.0,39,سهره استشاري صب دكه 25,nan,approved,approved,line_based,True
2231|2023-03-18,2231,2023-03-18,سلفه من راتب شهر 3 للاستاذ حسن,nan,5075.0,5075.0,13,سلفه من راتب شهر 3 للاستاذ حسن,nan,approved,approved,line_based,True
2232|2023-03-19,2232,2023-03-19,بنزين للدهان الكريتال ,nan,63475.0,0.0,9,بنزين للدهان الكريتال ,nan,approved,approved,line_based,True
2232|2023-03-20,2232,2023-03-20,سولار للودر الحديبيه + النقل ,nan,16307.0,0.0,11,سولار للودر الحديبيه + النقل ,nan,approved,approved,line_based,True
2232|2023-03-21,2232,2023-03-21,لصق عريض دبل لدهان الوجهات 43,nan,9770.0,89552.0,8,لصق عريض دبل لدهان الوجهات 43,nan,approved,approved,line_based,True
2233|2023-03-22,2233,2023-03-22,شنطه رمضان لموظفين الشركه ,nan,620650.0,620650.0,29,شنطه رمضان لموظفين الشركه ,nan,approved,approved,line_based,True
2234|2023-03-26,2234,2023-03-26,تكسير مكعبات  ال7 ايام سقف رابع 24,nan,14400.0,14400.0,59,تكسير مكعبات  ال7 ايام سقف رابع 24,nan,approved,approved,line_based,True
2235|2023-03-27,2235,2023-03-27,بنزين للمولدوالدكاك ,nan,181180.0,0.0,5,بنزين للمولدوالدكاك ,nan,approved,approved,line_based,True
2235|2023-03-28,2235,2023-03-28,من حساب العماله السودانيه محمد السوداني,nan,90660.0,0.0,14,من حساب العماله السودانيه محمد السوداني,nan,approved,approved,line_based,True
2235|2023-03-29,2235,2023-03-29,شراء زيت  1700وشحم2700 وسولار 1660للودر+ فلاتر للسولار والزيت 600 + النقل 150,nan,17250.0,0.0,6,شراء زيت  1700وشحم2700 وسولار 1660للودر+ فلاتر للسولار والزيت 600 + النقل 150,nan,approved,approved,line_based,True
2235|2023-03-30,2235,2023-03-30,سلفه لمحمد صلاح سواق اللودر من شهر 3,nan,35840.0,324930.0,12,سلفه لمحمد صلاح سواق اللودر من شهر 3,nan,approved,approved,line_based,True
2236|2023-04-01,2236,2023-04-01,من حساب سياره الموقع  امير ,nan,5500.0,0.0,3,من حساب سياره الموقع  امير ,nan,approved,approved,line_based,True
2236|2023-04-02,2236,2023-04-02,تشوين ماده دور خامس عماره 43,nan,1150.0,0.0,3,تشوين ماده دور خامس عماره 43,nan,approved,approved,line_based,True
2236|2023-04-03,2236,2023-04-03,خصم علي رامي مباني ( بسبب هدر خشب  محمد جمال ),nan,2770.0,9420.0,8,خصم علي رامي مباني ( بسبب هدر خشب  محمد جمال ),nan,approved,approved,line_based,True
2237|2023-04-03,2237,2023-04-03,من ح/ النقديه (رد نقديه من  محطه تبارك  للخرسانه ),nan,160.0,160.0,2,من ح/ النقديه (رد نقديه من  محطه تبارك  للخرسانه ),nan,approved,approved,line_based,True
2238|2023-04-04,2238,2023-04-04,سولار للودر + تنظيف فلاتر + النقل ,nan,16990.0,16990.0,9,سولار للودر + تنظيف فلاتر + النقل ,nan,approved,approved,line_based,True
2239|2023-04-06,2239,2023-04-06,جزء من رواتب شهر 3,nan,435570.0,435570.0,33,جزء من رواتب شهر 3,nan,approved,approved,line_based,True
2240|2023-04-09,2240,2023-04-09,دفعه من مستخلص محاره السيد رجب,nan,7350.0,0.0,3,دفعه من مستخلص محاره السيد رجب,nan,approved,approved,line_based,True
2240|2023-04-10,2240,2023-04-10,باقي واتب شهر 3,nan,23385.0,0.0,7,باقي واتب شهر 3,nan,approved,approved,line_based,True
2240|2023-04-11,2240,2023-04-11,شراء 2 مكنسه للنقاش لتنظيف السقف,nan,11650.0,0.0,13,شراء 2 مكنسه للنقاش لتنظيف السقف,nan,approved,approved,line_based,True
2240|2023-04-12,2240,2023-04-12,دفعه من مستخلص محاره السيد,nan,16815.0,59200.0,11,دفعه من مستخلص محاره السيد,nan,approved,approved,line_based,True
2241|2023-04-13,2241,2023-04-13,دفعه من مستخلص مباني رامي,nan,881250.0,881250.0,33,دفعه من مستخلص مباني رامي,nan,approved,approved,line_based,True
2242|2023-04-16,2242,2023-04-16,اجر عامل رش سطح 43 مياه للعزل ,nan,2650.0,2650.0,10,اجر عامل رش سطح 43 مياه للعزل ,nan,approved,approved,line_based,True
2243|2023-04-29,2243,2023-04-29,سلسه وقفل لبوابه عماره 43,nan,278234.0,278234.0,26,سلسه وقفل لبوابه عماره 43,nan,approved,approved,line_based,True
2244|2023-05-01,2244,2023-05-01,انبوبه غاز للمهندسين ,nan,920.0,0.0,6,انبوبه غاز للمهندسين ,nan,approved,approved,line_based,True
2244|2023-05-02,2244,2023-05-02,بنزين للمولدات,nan,1300.0,0.0,7,بنزين للمولدات,nan,approved,approved,line_based,True
2244|2023-05-03,2244,2023-05-03,دفعه من مستخلص مباني رامي,nan,166820.0,0.0,9,دفعه من مستخلص مباني رامي,nan,approved,approved,line_based,True
2244|2023-05-04,2244,2023-05-04,تصوير مستخلص 11 للمكتب الفني والجهاز+ فيلات شفافه ,nan,64383.0,233423.0,8,تصوير مستخلص 11 للمكتب الفني والجهاز+ فيلات شفافه ,nan,approved,approved,line_based,True
2245|2023-05-06,2245,2023-05-06,ماء للكرافان+ سكر,nan,375.0,0.0,3,ماء للكرافان+ سكر,nan,approved,approved,line_based,True
2245|2023-05-07,2245,2023-05-07,دفعه من مستخلص نجاره علي خليل,nan,3500.0,0.0,2,دفعه من مستخلص نجاره علي خليل,nan,approved,approved,line_based,True
2245|2023-05-08,2245,2023-05-08,دفعه من مستخلص محاره السيد رجب,nan,2050.0,0.0,2,دفعه من مستخلص محاره السيد رجب,nan,approved,approved,line_based,True
2245|2023-05-10,2245,2023-05-10,ايجار شقه المهندس طارق,nan,131169.0,137094.0,9,ايجار شقه المهندس طارق,nan,approved,approved,line_based,True
2246|2023-05-11,2246,2023-05-11,اكراميه سكرتير المكتب الفني في جهاز بدر,nan,42190.0,0.0,19,اكراميه سكرتير المكتب الفني في جهاز بدر,nan,approved,approved,line_based,True
2246|2023-05-13,2246,2023-05-13,دفعه من مستخلص مباني مصطفي,nan,3000.0,0.0,1,دفعه من مستخلص مباني مصطفي,nan,approved,approved,line_based,True
2246|2023-05-14,2246,2023-05-14,دفعه من مستخلص عزل الاسطح محمود,nan,23420.0,0.0,6,دفعه من مستخلص عزل الاسطح محمود,nan,approved,approved,line_based,True
2246|2023-05-15,2246,2023-05-15,شراء ادوات مكتبيه 2 بوكس للملفات +2 قلم ماركر,nan,26405.0,95015.0,14,شراء ادوات مكتبيه 2 بوكس للملفات +2 قلم ماركر,nan,approved,approved,line_based,True
2247|2023-05-16,2247,2023-05-16,دفعه من مستخلص نجاره علي خليل ,nan,3870.0,0.0,4,دفعه من مستخلص نجاره علي خليل ,nan,approved,approved,line_based,True
2247|2023-05-17,2247,2023-05-17,بنزين + كرتات طريق للاستاذ علي,nan,6697.0,10567.0,46,بنزين + كرتات طريق للاستاذ علي,nan,approved,approved,line_based,True
2248|2023-05-18,2248,2023-05-18,بنزين للمولدات,nan,58300.0,0.0,20,بنزين للمولدات,nan,approved,approved,line_based,True
2248|2023-05-20,2248,2023-05-20,بنزين للمولدات,nan,400.0,0.0,3,بنزين للمولدات,nan,approved,approved,line_based,True
2248|2023-05-21,2248,2023-05-21,مياه للكرافان +سكر ,nan,2455.0,0.0,7,مياه للكرافان +سكر ,nan,approved,approved,line_based,True
2248|2023-05-22,2248,2023-05-22,سهره استشاري وبمب صب دروه 31.30. 24,nan,499.0,0.0,3,سهره استشاري وبمب صب دروه 31.30. 24,nan,approved,approved,line_based,True
2248|2023-05-23,2248,2023-05-23,ماء للكرافان + بنزين,nan,204500.0,266154.0,11,ماء للكرافان + بنزين,nan,approved,approved,line_based,True
2249|2023-05-24,2249,2023-05-24,من ح/ العماله السوداني ,nan,13540.0,13540.0,10,من ح/ العماله السوداني ,nan,approved,approved,line_based,True
224|2022-10-17,224,2022-10-17,اكراميه سواق الحديد,nan,80.0,80.0,2,اكراميه سواق الحديد,nan,approved,approved,line_based,True
2250|2023-05-25,2250,2023-05-25,دفعه من مستخلص محاره السيد رجب ,nan,14640.0,0.0,9,دفعه من مستخلص محاره السيد رجب ,nan,approved,approved,line_based,True
2250|2023-05-27,2250,2023-05-27,جالون ماء للكرافان ,nan,247.0,0.0,2,جالون ماء للكرافان ,nan,approved,approved,line_based,True
2250|2023-05-28,2250,2023-05-28,بنزين للمولدات,nan,4150.0,0.0,2,بنزين للمولدات,nan,approved,approved,line_based,True
2250|2023-05-29,2250,2023-05-29,من ح/ سياره الموقع امير 1,nan,28957.0,47994.0,15,من ح/ سياره الموقع امير 1,nan,approved,approved,line_based,True
2251|2023-05-30,2251,2023-05-30,بنزين للمولد,nan,690.0,0.0,3,بنزين للمولد,nan,approved,approved,line_based,True
2251|2023-05-31,2251,2023-05-31,دفعه من مستخلص محاره السيد رجب,nan,6817.0,7507.0,5,دفعه من مستخلص محاره السيد رجب,nan,approved,approved,line_based,True
2252|2023-06-01,2252,2023-06-01,من ح/ العماله السودانيه محمد السوداني,nan,9680.0,0.0,8,من ح/ العماله السودانيه محمد السوداني,nan,approved,approved,line_based,True
2252|2023-06-03,2252,2023-06-03,مياه للكرافان وسكر وشاي,nan,555.0,0.0,4,مياه للكرافان وسكر وشاي,nan,approved,approved,line_based,True
2252|2023-06-04,2252,2023-06-04,اسطوانه رخام لتقطيع في البلاط لقواعد الطاقه الشمسيه ,nan,380.0,0.0,2,اسطوانه رخام لتقطيع في البلاط لقواعد الطاقه الشمسيه ,nan,approved,approved,line_based,True
2252|2023-06-05,2252,2023-06-05,بنزين للمولدات,nan,24300.0,34915.0,16,بنزين للمولدات,nan,approved,approved,line_based,True
2253|2023-06-06,2253,2023-06-06,جالون ماء للكرافان ,nan,5540.0,0.0,9,جالون ماء للكرافان ,nan,approved,approved,line_based,True
2253|2023-06-07,2253,2023-06-07,سلفه للمهندس احمد حازم من راتب شهر 5,nan,4424.0,9964.0,9,سلفه للمهندس احمد حازم من راتب شهر 5,nan,approved,approved,line_based,True
2254|2023-06-08,2254,2023-06-08,اكراميات لغفر شركات الاقصي والاسلاميه لعمل قواعد الطاقه الشمسيه,nan,215698.0,215698.0,14,اكراميات لغفر شركات الاقصي والاسلاميه لعمل قواعد الطاقه الشمسيه,nan,approved,approved,line_based,True
2255|2023-06-10,2255,2023-06-10,جالون ماء للكرافان ,nan,2030.0,0.0,4,جالون ماء للكرافان ,nan,approved,approved,line_based,True
2255|2023-06-11,2255,2023-06-11,من حساب سياره الموقع امير,nan,7870.0,9900.0,7,من حساب سياره الموقع امير,nan,approved,approved,line_based,True
2256|2023-06-12,2256,2023-06-12,حساب سياره الاستشاري عن شهر 5,nan,8863.0,0.0,7,حساب سياره الاستشاري عن شهر 5,nan,approved,approved,line_based,True
2256|2023-06-13,2256,2023-06-13,دفعه من حساب سياره الموقع امير1,nan,5570.0,0.0,9,دفعه من حساب سياره الموقع امير1,nan,approved,approved,line_based,True
2256|2023-06-14,2256,2023-06-14,مياه للكرافان +كبيات +مياه للمكتب الفني (الاستشاريين),nan,157360.0,171793.0,6,مياه للكرافان +كبيات +مياه للمكتب الفني (الاستشاريين),nan,approved,approved,line_based,True
2257|2023-06-15,2257,2023-06-15,حساب العماله ( محمد السوداني ),nan,126939.0,0.0,18,حساب العماله ( محمد السوداني ),nan,approved,approved,line_based,True
2257|2023-06-17,2257,2023-06-17,بنزين للمولد,nan,577.0,0.0,2,بنزين للمولد,nan,approved,approved,line_based,True
2257|2023-06-19,2257,2023-06-19,بنزين للمولد ,nan,8750.0,0.0,31,بنزين للمولد ,nan,approved,approved,line_based,True
2257|2023-06-20,2257,2023-06-20,مياه للكرافان ,nan,9010.0,145276.0,9,مياه للكرافان ,nan,approved,approved,line_based,True
2258|2023-06-22,2258,2023-06-22,اكراميه غفير الطاقه الشمسيه ,nan,10200.0,0.0,4,اكراميه غفير الطاقه الشمسيه ,nan,approved,approved,line_based,True
2258|2023-06-24,2258,2023-06-24,دفعه من حساب سياره الموقع امير,nan,409100.0,0.0,26,دفعه من حساب سياره الموقع امير,nan,approved,approved,line_based,True
2258|2023-06-25,2258,2023-06-25,لودر لتقفيل الطرق في الموقع,nan,69400.0,488700.0,4,لودر لتقفيل الطرق في الموقع,nan,approved,approved,line_based,True
2259|2023-07-04,2259,2023-07-04,دفعه من حساب امير ,nan,2600.0,0.0,4,دفعه من حساب امير ,nan,approved,approved,line_based,True
2259|2023-07-09,2259,2023-07-09,من ح/ مصاريف بنكيه علي الحسابات البنكيه,nan,1000.0,0.0,1,من ح/ مصاريف بنكيه علي الحسابات البنكيه,nan,approved,approved,line_based,True
2259|2023-07-11,2259,2023-07-11,مياه للكرافان,nan,220.0,0.0,2,مياه للكرافان,nan,approved,approved,line_based,True
2259|2023-07-13,2259,2023-07-13,دفعه من مستخلص محاره السيد رجب,nan,30700.0,0.0,9,دفعه من مستخلص محاره السيد رجب,nan,approved,approved,line_based,True
2259|2023-07-15,2259,2023-07-15,شراء فايبر للمحاره الخارجي من مصر الجديده  10 لفات عرض 25سم * طول 30 متر + النقل عماره 24,nan,51900.0,0.0,6,شراء فايبر للمحاره الخارجي من مصر الجديده  10 لفات عرض 25سم * طول 30 متر + النقل عماره 24,nan,approved,approved,line_based,True
2259|2023-07-17,2259,2023-07-17,مياه للكرافان,nan,1820.0,88240.0,6,مياه للكرافان,nan,approved,approved,line_based,True
2260|2023-07-18,2260,2023-07-18,سياره الموقع امير,nan,47159.0,0.0,10,سياره الموقع امير,nan,approved,approved,line_based,True
2260|2023-07-19,2260,2023-07-19,شراء ماء للكرافان,nan,277055.0,324214.0,11,شراء ماء للكرافان,nan,approved,approved,line_based,True
2261|2023-07-20,2261,2023-07-20,مياه للكرافان,nan,18965.0,0.0,12,مياه للكرافان,nan,approved,approved,line_based,True
2261|2023-07-22,2261,2023-07-22,مياه للكرافانت,nan,20295.0,0.0,5,مياه للكرافانت,nan,approved,approved,line_based,True
2261|2023-07-23,2261,2023-07-23, دفعه من مستخلص محاره السيد رجب,nan,23740.0,0.0,7, دفعه من مستخلص محاره السيد رجب,nan,approved,approved,line_based,True
2261|2023-07-24,2261,2023-07-24,مياه للكرافان + ضيافاستشاري لاستلام عينه PVC,nan,12160.0,0.0,5,مياه للكرافان + ضيافاستشاري لاستلام عينه PVC,nan,approved,approved,line_based,True
2261|2023-07-25,2261,2023-07-25,مياه للكرافان,nan,6445.0,0.0,5,مياه للكرافان,nan,approved,approved,line_based,True
2261|2023-07-26,2261,2023-07-26,دفعه من حساب سياره الموقع,nan,25000.0,0.0,5,دفعه من حساب سياره الموقع,nan,approved,approved,line_based,True
2261|2023-07-27,2261,2023-07-27,ايجار شقه المهندسين والمهندس طارق ,nan,20640.0,0.0,7,ايجار شقه المهندسين والمهندس طارق ,nan,approved,approved,line_based,True
2261|2023-07-29,2261,2023-07-29,شراء مقص للحداد ,nan,3493.0,0.0,6,شراء مقص للحداد ,nan,approved,approved,line_based,True
2261|2023-07-31,2261,2023-07-31,دفعه من مستخلص نجاره صبري عبد المعطي,nan,7950.0,138688.0,4,دفعه من مستخلص نجاره صبري عبد المعطي,nan,approved,approved,line_based,True
2262|2023-08-01,2262,2023-08-01,بنزين للمولدات,nan,10405.0,0.0,7,بنزين للمولدات,nan,approved,approved,line_based,True
2262|2023-08-02,2262,2023-08-02,شراء يد للجاروف للاستخدام في القصيات,nan,4890.0,0.0,7,شراء يد للجاروف للاستخدام في القصيات,nan,approved,approved,line_based,True
2262|2023-08-03,2262,2023-08-03,بنزين للمولد,nan,61165.0,76460.0,18,بنزين للمولد,nan,approved,approved,line_based,True
2263|2023-08-05,2263,2023-08-05,بنزين للمولد,nan,265.0,0.0,3,بنزين للمولد,nan,approved,approved,line_based,True
2263|2023-08-07,2263,2023-08-07,شراء سلك كهرباء  ولوازم  كهرباء للجلوس في عماره العينه ,nan,57016.0,0.0,5,شراء سلك كهرباء  ولوازم  كهرباء للجلوس في عماره العينه ,nan,approved,approved,line_based,True
2263|2023-08-08,2263,2023-08-08,دفعه من حساب سياره الموقع امير,nan,700.0,57981.0,3,دفعه من حساب سياره الموقع امير,nan,approved,approved,line_based,True
2264|2023-08-09,2264,2023-08-09,من ح/ العماله السودانيه محمد السوداني,nan,305315.0,0.0,13,من ح/ العماله السودانيه محمد السوداني,nan,approved,approved,line_based,True
2264|2023-08-10,2264,2023-08-10,بنزين للمولدات,nan,19565.0,324880.0,11,بنزين للمولدات,nan,approved,approved,line_based,True
2265|2023-08-12,2265,2023-08-12,دفعه من مستخلص مباني رامي ,nan,194000.0,194000.0,11,دفعه من مستخلص مباني رامي ,nan,approved,approved,line_based,True
2266|2023-08-13,2266,2023-08-13,ضيافه الاستشاري اثناء صب العمود الرابع في 28,nan,2775.0,0.0,9,ضيافه الاستشاري اثناء صب العمود الرابع في 28,nan,approved,approved,line_based,True
2266|2023-08-14,2266,2023-08-14,بنزين للمولدات,nan,6100.0,0.0,4,بنزين للمولدات,nan,approved,approved,line_based,True
2266|2023-08-15,2266,2023-08-15,مياه للمكاتب ( الاستشاري والمهندسين),nan,79240.0,88115.0,14,مياه للمكاتب ( الاستشاري والمهندسين),nan,approved,approved,line_based,True
2267|2023-08-16,2267,2023-08-16,من ح/ احمد عاطف مورد حديد( الحمد ستيل,nan,480920.0,480920.0,5,من ح/ احمد عاطف مورد حديد( الحمد ستيل,nan,approved,approved,line_based,True
2268|2023-08-17,2268,2023-08-17,حساب ونش لرفع الرمل لسطح 43 ,nan,210080.0,210080.0,22,حساب ونش لرفع الرمل لسطح 43 ,nan,approved,approved,line_based,True
2269|2023-08-20,2269,2023-08-20,مياه للمهندسيين وسكر,nan,4150.0,0.0,6,مياه للمهندسيين وسكر,nan,approved,approved,line_based,True
2269|2023-08-21,2269,2023-08-21,بنزين للمولدات,nan,1470.0,5620.0,6,بنزين للمولدات,nan,approved,approved,line_based,True
226|2022-10-17,226,2022-10-17,دفعه من حساب مقاول العزل علي,nan,200.0,200.0,2,دفعه من حساب مقاول العزل علي,nan,approved,approved,line_based,True
2270|2023-08-22,2270,2023-08-22,من ح/ الخزينه 4مشوار للمحاجر تخصم علي حياه كريمه وتضاف الي خزينه الحدائق),nan,1600.0,1600.0,2,من ح/ الخزينه 4مشوار للمحاجر تخصم علي حياه كريمه وتضاف الي خزينه الحدائق),nan,approved,approved,line_based,True
2271|2023-08-22,2271,2023-08-22,تصوير البرنامج الزمني المعدل  ( الوان A3) مره اخري,nan,2070.0,0.0,6,تصوير البرنامج الزمني المعدل  ( الوان A3) مره اخري,nan,approved,approved,line_based,True
2271|2023-08-23,2271,2023-08-23,مياه للمهندسيين ,nan,910.0,0.0,4,مياه للمهندسيين ,nan,approved,approved,line_based,True
2271|2023-08-24,2271,2023-08-24,دفعه من مستخلص مباني مصطفي ,nan,39570.0,42550.0,9,دفعه من مستخلص مباني مصطفي ,nan,approved,approved,line_based,True
2272|2023-08-29,2272,2023-08-29,من ح/: الخزينه ( مشاوار للمحاجر تبع حياه كريمه ),nan,400.0,400.0,2,من ح/: الخزينه ( مشاوار للمحاجر تبع حياه كريمه ),nan,approved,approved,line_based,True
2273|2023-08-27,2273,2023-08-27,بنزين للمولدات,nan,7050.0,0.0,6,بنزين للمولدات,nan,approved,approved,line_based,True
2273|2023-08-28,2273,2023-08-28,بنزين للمولدات وزيت,nan,880.0,0.0,5,بنزين للمولدات وزيت,nan,approved,approved,line_based,True
2273|2023-08-29,2273,2023-08-29,باقي تصليح المولد,nan,2080.0,0.0,3,باقي تصليح المولد,nan,approved,approved,line_based,True
2273|2023-08-30,2273,2023-08-30,لحام 2خزان مياه ,nan,3145.0,0.0,6,لحام 2خزان مياه ,nan,approved,approved,line_based,True
2273|2023-08-31,2273,2023-08-31,دفعه من حساب سياره الموقع,nan,4820.0,17975.0,4,دفعه من حساب سياره الموقع,nan,approved,approved,line_based,True
2274|2023-09-02,2274,2023-09-02, سلفه للمهندس احمد توفيق من راتب 8,nan,17940.0,0.0,15, سلفه للمهندس احمد توفيق من راتب 8,nan,approved,approved,line_based,True
2274|2023-09-05,2274,2023-09-05,يوميات مباني اكتاف وجهه37ويتم خصمهم علي رامي مقاول المباني,nan,4505.0,0.0,8,يوميات مباني اكتاف وجهه37ويتم خصمهم علي رامي مقاول المباني,nan,approved,approved,line_based,True
2274|2023-09-06,2274,2023-09-06,بنزين للمولد,nan,2365.0,24810.0,6,بنزين للمولد,nan,approved,approved,line_based,True
2275|2023-09-07,2275,2023-09-07,جاروف للعمل في الموقع,nan,211710.0,0.0,18,جاروف للعمل في الموقع,nan,approved,approved,line_based,True
2275|2023-09-09,2275,2023-09-09,شراء خشب اصاير 2730طن*7500,nan,45581.0,0.0,7,شراء خشب اصاير 2730طن*7500,nan,approved,approved,line_based,True
2275|2023-09-10,2275,2023-09-10,دفعه من مستخلص نجاره علي خليل,nan,7465.0,264756.0,7,دفعه من مستخلص نجاره علي خليل,nan,approved,approved,line_based,True
2276|2023-09-12,2276,2023-09-12,مصاريف بنزيت ل3مشاوير للأستاذ علي للحدائق,nan,10555.0,0.0,8,مصاريف بنزيت ل3مشاوير للأستاذ علي للحدائق,nan,approved,approved,line_based,True
2276|2023-09-13,2276,2023-09-13,دفع تامينات مستخلص 14,nan,16200.0,0.0,3,دفع تامينات مستخلص 14,nan,approved,approved,line_based,True
2276|2023-09-14,2276,2023-09-14,بنزين للمولد,nan,373880.0,400635.0,25,بنزين للمولد,nan,approved,approved,line_based,True
2277|2023-09-17,2277,2023-09-17,نولون سياره المونه البيضاء من فيجا,nan,55960.0,0.0,8,نولون سياره المونه البيضاء من فيجا,nan,approved,approved,line_based,True
2277|2023-09-19,2277,2023-09-19,شراء 2 لفه سلك رباط لحداده قواعد 36,nan,22730.0,78690.0,8,شراء 2 لفه سلك رباط لحداده قواعد 36,nan,approved,approved,line_based,True
2278|2023-09-21,2278,2023-09-21,دفعه من حساب شركه نو الدين للتوريدات الكهرابائيه,nan,388985.0,388985.0,25,دفعه من حساب شركه نو الدين للتوريدات الكهرابائيه,nan,approved,approved,line_based,True
2279|2023-09-23,2279,2023-09-23,شراء عروق اطوال 2.70م ( 257*70ج) اصل ,nan,49947.0,0.0,27,شراء عروق اطوال 2.70م ( 257*70ج) اصل ,nan,approved,approved,line_based,True
2279|2023-09-26,2279,2023-09-26,من حساب سياره الموقع 10,nan,10441.0,60388.0,14,من حساب سياره الموقع 10,nan,approved,approved,line_based,True
2280|2023-09-28,2280,2023-09-28,دفعه من مستخلص نجاره علي خليل,nan,129852.0,129852.0,22,دفعه من مستخلص نجاره علي خليل,nan,approved,approved,line_based,True
2281|2023-09-30,2281,2023-09-30,سلفه للأستاذ حسن من راتب شهر 9+,nan,5800.0,5800.0,10,سلفه للأستاذ حسن من راتب شهر 9+,nan,approved,approved,line_based,True
2282|2023-10-01,2282,2023-10-01,دفعه من سياره الموقع  امير ,nan,268914.0,268914.0,12,دفعه من سياره الموقع  امير ,nan,approved,approved,line_based,True
2283|2023-10-04,2283,2023-10-04,بنزين للمولدات وزيت,nan,111930.0,111930.0,29,بنزين للمولدات وزيت,nan,approved,approved,line_based,True
2284|2023-10-05,2284,2023-10-05,اجرسياره نقل الخشب +اكراميه التحميل +مواصلات الذهاب للمرج +اجر تنزيل الخشب في الموقع +يوميه النجار اللي ذهب مع الأستاذ حسن لشراء الخشب,nan,35720.0,0.0,29,اجرسياره نقل الخشب +اكراميه التحميل +مواصلات الذهاب للمرج +اجر تنزيل الخشب في الموقع +يوميه النجار اللي ذهب مع الأستاذ حسن لشراء الخشب,nan,approved,approved,line_based,True
2284|2023-10-10,2284,2023-10-10,ايجار شقه المهندسين عن شهر 10,nan,62350.0,0.0,10,ايجار شقه المهندسين عن شهر 10,nan,approved,approved,line_based,True
2284|2023-10-11,2284,2023-10-11,تحويل لشركه فوم تك لتوريد فوم للاسطح,nan,39070.0,0.0,10,تحويل لشركه فوم تك لتوريد فوم للاسطح,nan,approved,approved,line_based,True
2284|2023-10-12,2284,2023-10-12,بنزين للمولد,nan,226100.0,363240.0,22,بنزين للمولد,nan,approved,approved,line_based,True
2285|2023-10-15,2285,2023-10-15,بنزين للمولد,nan,21940.0,0.0,4,بنزين للمولد,nan,approved,approved,line_based,True
2285|2023-10-16,2285,2023-10-16,لاصق لمشمع عزل اسطح عمارات 30و31,nan,11300.0,0.0,12,لاصق لمشمع عزل اسطح عمارات 30و31,nan,approved,approved,line_based,True
2285|2023-10-17,2285,2023-10-17,كرتات طريق سياره ا علي  للذهاب للقاهره ,nan,14040.0,0.0,6,كرتات طريق سياره ا علي  للذهاب للقاهره ,nan,approved,approved,line_based,True
2285|2023-10-18,2285,2023-10-18,جاز للمولد الكبير ,nan,800.0,0.0,4,جاز للمولد الكبير ,nan,approved,approved,line_based,True
2285|2023-10-19,2285,2023-10-19,يوميه سقالات لاعمده الأرضي 41 للفرمجي,nan,8450.0,0.0,15,يوميه سقالات لاعمده الأرضي 41 للفرمجي,nan,approved,approved,line_based,True
2285|2023-10-21,2285,2023-10-21,قاروه ماء للمهندسين,nan,8540.0,65070.0,9,قاروه ماء للمهندسين,nan,approved,approved,line_based,True
2286|2023-10-22,2286,2023-10-22,جاز للمولد الكبير ,nan,3400.0,3400.0,9,جاز للمولد الكبير ,nan,approved,approved,line_based,True
2287|2023-10-25,2287,2023-10-25,دفعه نمن مستخلص نجاره مصنعيه محمد مختار+ شكاره مسمار,nan,24160.0,24160.0,17,دفعه نمن مستخلص نجاره مصنعيه محمد مختار+ شكاره مسمار,nan,approved,approved,line_based,True
2288|2023-10-26,2288,2023-10-26,سلفه للمهندس احمد توفيق عن شهر 10,nan,404825.0,0.0,24,سلفه للمهندس احمد توفيق عن شهر 10,nan,approved,approved,line_based,True
2288|2023-10-31,2288,2023-10-31,شراء عدد 8لفات سلك فايبر لمحاره خارجي 37.38,nan,12080.0,416905.0,21,شراء عدد 8لفات سلك فايبر لمحاره خارجي 37.38,nan,approved,approved,line_based,True
2289|2023-11-01,2289,2023-11-01,سلفه للمهندس احمد توفيق عن شهر 10,nan,3500.0,0.0,2,سلفه للمهندس احمد توفيق عن شهر 10,nan,approved,approved,line_based,True
2289|2023-11-05,2289,2023-11-05,شراء سلك رباط 2لفه لعمود ارضي 40,nan,6500.0,0.0,13,شراء سلك رباط 2لفه لعمود ارضي 40,nan,approved,approved,line_based,True
