tx_key,line_no,account_code,debit_amount,credit_amount,description,source_old_code,source_old_name
2250|2023-05-29,5,5100,100.0,0.0,بنزين للمولد,31,التكاليف .
2250|2023-05-29,6,5100,47.0,0.0,جالون ماء للكرافان ,31,التكاليف .
2250|2023-05-29,7,5100,620.0,0.0,شراء لفه فايبر للمحاره الخارجي عرض 1متر * طول 30 متر,31,التكاليف .
2250|2023-05-29,8,22103,1000.0,0.0,دفعه من مستخلص نجاره علي خليل,232,المقاولون .
2250|2023-05-29,9,22103,20000.0,0.0, دفعه من حساب مياه مصطفي كرم ,232,المقاولون .
2250|2023-05-29,10,5100,1090.0,0.0,شراء فايبر للمحاره الخارجي من مصر الجديده  10 لفات عرض 25سم * طول 30 متر + النقل,31,التكاليف .
2250|2023-05-29,11,22103,1000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2250|2023-05-29,12,12101,0.0,47994.0,الي ح الخزينه ( خزنه يوم 29/5/2023),131,الخزينة .
2250|2023-05-29,13,5100,100.0,0.0,اكراميه الفرمجي في صب عاديه 36 .39 ,31,التكاليف .
2250|2023-05-29,14,5100,350.0,0.0,سهره استشاري واكراميه بمب صب عاديه 35,31,التكاليف .
2250|2023-05-29,15,5100,100.0,0.0,اكراميه الفرمجي في صب عاديه 36 .39 ,31,التكاليف .
2251|2023-05-30,1,5100,150.0,0.0,بنزين للمولد,31,التكاليف .
2251|2023-05-30,2,5100,40.0,0.0,جالون ماء للكرافان ,31,التكاليف .
2251|2023-05-30,3,22103,500.0,0.0,دفعه من مستخلص نجاره محمد محمد شحاته,232,المقاولون .
2251|2023-05-31,1,12101,0.0,7507.0,الي ح الخزينه ( خزنه يوم 31/5/2023),131,الخزينة .
2251|2023-05-31,2,5100,2950.0,0.0,مشمع + فوم لعزل سطح 43,31,التكاليف .
2251|2023-05-31,3,22103,3000.0,0.0,دفعه من حساب مستخلص المساحه ( اسلام ),232,المقاولون .
2251|2023-05-31,4,22103,700.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2251|2023-05-31,5,5100,167.0,0.0,مناديل للاستشاري + مشروبات ,31,التكاليف .
2252|2023-06-01,1,22103,500.0,0.0,دفعه من مستخلص نحاته كرم,232,المقاولون .
2252|2023-06-01,2,22103,500.0,0.0,من حساب سياره الموقع امير 1,232,المقاولون .
2252|2023-06-01,3,22103,2000.0,0.0,دفعه من مستخلص السيد رجب,232,المقاولون .
2252|2023-06-01,4,22103,1000.0,0.0,سلفه من راتب شهر 5 للاستاذ حسن ,232,المقاولون .
2252|2023-06-01,5,22103,500.0,0.0,دفعه من مستخلص محمد الفرمجي,232,المقاولون .
2252|2023-06-01,6,5100,500.0,0.0,سلفه من راتب شهر 5 للمهندس محمود,31,التكاليف .
2252|2023-06-01,7,5100,3000.0,0.0,سلفه من راتب شهر 5 للاستاذ حسام ,31,التكاليف .
2252|2023-06-01,8,22103,1680.0,0.0,من ح/ العماله السودانيه محمد السوداني,232,المقاولون .
2252|2023-06-03,1,5100,15.0,0.0,طباعه لوحات الوان ,31,التكاليف .
2252|2023-06-03,2,22103,250.0,0.0,دفعه من حساب سياره امير 1,232,المقاولون .
2252|2023-06-03,3,5100,150.0,0.0,بنزين للمولدات,31,التكاليف .
2252|2023-06-03,4,5100,140.0,0.0,مياه للكرافان وسكر وشاي,31,التكاليف .
2252|2023-06-04,1,5100,130.0,0.0,اسطوانه رخام لتقطيع في البلاط لقواعد الطاقه الشمسيه ,31,التكاليف .
2252|2023-06-04,2,5100,250.0,0.0,سهره استشاري صب طبانه 37,31,التكاليف .
2252|2023-06-05,1,22103,1000.0,0.0,دفعه من مستخلص نجاره محمد محمد شحاته ,232,المقاولون .
2252|2023-06-05,2,12101,0.0,34915.0,الي ح الخزينه ( خزنه يوم 5/6/2023),131,الخزينة .
2252|2023-06-05,3,22103,1000.0,0.0,دفعه من مستخلص نجاره محمد صبري,232,المقاولون .
2252|2023-06-05,4,5100,300.0,0.0,من ح/ فرمجه دروه عماره 38 و42.,31,التكاليف .
2252|2023-06-05,5,5100,300.0,0.0,من ح/ فرمجه دروه عماره 38 و42.,31,التكاليف .
2252|2023-06-05,6,22103,2000.0,0.0,دفعه من مستخلص نجاره منتصر,232,المقاولون .
2252|2023-06-05,7,22103,2000.0,0.0,دفعه من مستخلص مباني مصطفي سليمان,232,المقاولون .
2252|2023-06-05,8,22103,1000.0,0.0,دفعه من مستخلص نجاره صبري عبد المعطي,232,المقاولون .
2252|2023-06-05,9,22103,2000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2252|2023-06-05,10,22103,3000.0,0.0,دفعه من مستخلص نجاره علي خليل,232,المقاولون .
2252|2023-06-05,11,22103,2500.0,0.0,دفعه من مستخلص مباني رامي,232,المقاولون .
2252|2023-06-05,12,5100,3000.0,0.0,سلفه من راتب شهر 5 للمهند احمد توفيق,31,التكاليف .
2252|2023-06-05,13,22103,2050.0,0.0,دفعه من حساب سياره الموقع امير 1,232,المقاولون .
2252|2023-06-05,14,5100,150.0,0.0,بنزين للمولدات,31,التكاليف .
2252|2023-06-05,15,22103,1000.0,0.0,دفعه من مستخلص حداده محمد رمضان,232,المقاولون .
2252|2023-06-05,16,22103,3000.0,0.0,دفعه من مستخلص حداده محمود خيري ,232,المقاولون .
2253|2023-06-06,1,22103,200.0,0.0,دفعه من سركي الفرمجي محمد نصر,232,المقاولون .
2253|2023-06-06,2,22103,2000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2253|2023-06-06,3,5100,50.0,0.0,اكراميه بمب صب دروه وسقف شخشيخه 37 . 32. 38 . ودروه 30.,31,التكاليف .
2253|2023-06-06,4,22103,1200.0,0.0,دفعه من مستخلص بازلت كرم ,232,المقاولون .
2253|2023-06-06,5,5100,100.0,0.0,اكراميه بمب صب دروه وسقف شخشيخه 37 . 32. 38 . ودروه 30.,31,التكاليف .
2253|2023-06-06,6,5100,150.0,0.0,اكراميه بمب صب دروه وسقف شخشيخه 37 . 32. 38 . ودروه 30. اكراميه فرمجي,31,التكاليف .
2253|2023-06-06,7,5100,150.0,0.0,اكراميه بمب صب دروه وسقف شخشيخه 37 . 32. 38 . ودروه 30.اكراميه فرمجي,31,التكاليف .
2253|2023-06-06,8,5100,40.0,0.0,جالون ماء للكرافان ,31,التكاليف .
2253|2023-06-06,9,5100,1650.0,0.0,شراء 11 بكره فايبر للمحاره ,31,التكاليف .
2253|2023-06-07,1,12101,0.0,9964.0,الي ح الخزينه ( خزنه يوم 7/6/2023),131,الخزينة .
2253|2023-06-07,2,5100,300.0,0.0,يوميات الغفر نقل ابواب خشبيه + صب قواعد الطاقه الشمسيه +ازاله الخرساه الساقطه علي انتر لوك شركه النصر,31,التكاليف .
2253|2023-06-07,3,22104,1000.0,0.0,دفعه من حسلب شركه الطيب للبسكوت,234,الموردين .
2253|2023-06-07,4,22103,100.0,0.0,دفعه من حساب سياره الموقع امير,232,المقاولون .
2253|2023-06-07,5,5100,1000.0,0.0,سلفه للغفير احمد من راتب شهر 5,31,التكاليف .
2253|2023-06-07,6,5100,500.0,0.0,سلفه للمهندس احمد حازم من راتب شهر 5,31,التكاليف .
2253|2023-06-07,7,5100,150.0,0.0,بنزين للمولدات,31,التكاليف .
2253|2023-06-07,8,5100,1200.0,0.0,باقي من قيمه تحريب 4 لفات  حديد بتاريخ 11/1/2023,31,التكاليف .
2253|2023-06-07,9,5100,174.0,0.0,سكر +بن للكرافان,31,التكاليف .
2254|2023-06-08,1,5100,250.0,0.0,اكراميات لغفر شركات الاقصي والاسلاميه لعمل قواعد الطاقه الشمسيه,31,التكاليف .
2254|2023-06-08,2,12101,0.0,215698.0,الي ح الخزينه ( خزنه يوم 7/6/2023),131,الخزينة .
2254|2023-06-08,3,5100,9000.0,0.0,ايجار شقه المهندس طارق وشقه المهندسيين عن شهر 4,31,التكاليف .
2254|2023-06-08,4,5100,1500.0,0.0,سلفه من راتب شهر 5 للاستاذ حسن ,31,التكاليف .
2254|2023-06-08,5,5100,1000.0,0.0,سلفه من راتب شهر 5 للمهندس محمود,31,التكاليف .
2254|2023-06-08,6,22103,1440.0,0.0,من حساب العمال السوداني,232,المقاولون .
2254|2023-06-08,7,22103,1000.0,0.0,دفعه من مستخلص كرم النحات,232,المقاولون .
2254|2023-06-08,8,22103,1000.0,0.0,دفعه من مستخلص فرمجه محمد نصر,232,المقاولون .
2254|2023-06-08,9,22103,500.0,0.0,من حساب سياره الموقع امير 1,232,المقاولون .
2254|2023-06-08,10,22103,5000.0,0.0,دفعه من مستخلص لودر ابومالك ,232,المقاولون .
2254|2023-06-08,11,22103,10000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2254|2023-06-08,12,22103,100000.0,0.0,دفعه من مستخلص مباني رامي منهم 5 شيكات بنكيه + تحويل 100 الف,232,المقاولون .
2254|2023-06-08,13,5100,82008.0,0.0,سداد قيمه تامينات فروق اسعار 1 ,31,التكاليف .
2254|2023-06-08,14,5100,3000.0,0.0,سلفه لمهدس احمد توفيق من راتب شهر 5,31,التكاليف .
2255|2023-06-10,1,5100,40.0,0.0,جالون ماء للكرافان ,31,التكاليف .
2255|2023-06-10,2,5100,760.0,0.0,شراء لوح كونتر لعمل فورمه لصب قواعد الطاقه الشمسيه ,31,التكاليف .
2255|2023-06-10,3,5100,230.0,0.0,زيت للمولد ,31,التكاليف .
2255|2023-06-10,4,22103,1000.0,0.0,دفعه من مستخلص حداده محمد رمضان,232,المقاولون .
2255|2023-06-11,1,5100,150.0,0.0,بنزين للمولدات,31,التكاليف .
2255|2023-06-11,2,22103,2000.0,0.0,دفعه من مستخلص نجاره محمد شحاته ,232,المقاولون .
2255|2023-06-11,3,12101,0.0,9900.0,الي ح الخزينه ( خزنه يوم 11/6/2023),131,الخزينة .
2255|2023-06-11,4,5100,5000.0,0.0,غفره العرب عن شهر 5,31,التكاليف .
2255|2023-06-11,5,5100,50.0,0.0,شراء متر للمهندسين صاج,31,التكاليف .
2255|2023-06-11,6,5100,170.0,0.0,جالون ماء للكرافان + انبوبه للمهندسين,31,التكاليف .
2255|2023-06-11,7,22103,500.0,0.0,من حساب سياره الموقع امير,232,المقاولون .
2256|2023-06-12,1,5100,1248.0,0.0,مشريات سباكه لشقه في الدور الارضي 37,31,التكاليف .
2256|2023-06-12,2,22103,1000.0,0.0,دفعه من مستخلص حداده محمد رمضان,232,المقاولون .
2256|2023-06-12,3,5100,130.0,0.0,شراء مناديل + بن,31,التكاليف .
2256|2023-06-12,4,5100,100.0,0.0,انبوبه للغفير,31,التكاليف .
2256|2023-06-12,5,5100,100.0,0.0,يوميه لم حديد وفوم من الموقع ,31,التكاليف .
2256|2023-06-12,6,5100,6000.0,0.0,حساب سياره الاستشاري عن شهر 5,31,التكاليف .
2256|2023-06-12,7,5100,285.0,0.0,شراء 10 متر خرطوم  + حنفيه للطاقه الشمسيه ,31,التكاليف .
2256|2023-06-13,1,22103,2050.0,0.0,دفعه من حساب سياره الموقع امير1,232,المقاولون .
2256|2023-06-13,2,22103,500.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2256|2023-06-13,3,5100,500.0,0.0,يوميه صنايعي وعامل في لياسه عزل 43,31,التكاليف .
2256|2023-06-13,4,5100,100.0,0.0,اكراميه غفير للعمل في الطاقه الشمسيه ,31,التكاليف .
2256|2023-06-13,5,5100,50.0,0.0,مياه للكرافان,31,التكاليف .
2256|2023-06-13,6,22103,200.0,0.0,دفعه من حساب كلارك زياد ,232,المقاولون .
2256|2023-06-13,7,5100,500.0,0.0,سلفه للمهندس احمد حازم من راتب شهر 5,31,التكاليف .
2256|2023-06-13,8,22103,1500.0,0.0,3يوميات تخصم علي مقاول المباني رامي  ,232,المقاولون .
2256|2023-06-13,9,5100,170.0,0.0,بنزين للمولد + خرطوم للبنزين,31,التكاليف .
2256|2023-06-14,1,22104,100000.0,0.0,دفعه من حساب مورد الرمال النظيفه ابو مالك,234,الموردين .
2256|2023-06-14,2,22103,350.0,0.0,دفعه من حساب سياره الموقع امير,232,المقاولون .
2256|2023-06-14,3,5100,54800.0,0.0,تامينات مستخلص 11+ رسم شهاده ,31,التكاليف .
2256|2023-06-14,4,22103,2000.0,0.0,دفعه من مستخلص نجاره علي خليل ,232,المقاولون .
2256|2023-06-14,5,12101,0.0,171793.0,الي ح الخزينه ( خزنه يوم 14/6/2023),131,الخزينة .
2256|2023-06-14,6,5100,210.0,0.0,مياه للكرافان +كبيات +مياه للمكتب الفني (الاستشاريين),31,التكاليف .
2257|2023-06-15,1,5100,2000.0,0.0,سلفه من راتب شهر 6 حسام ندير,31,التكاليف .
2257|2023-06-15,2,5100,500.0,0.0,سلفه من راتب شهر 6  احمد الغفير,31,التكاليف .
2257|2023-06-15,3,5100,100.0,0.0,اكراميه فرمجي صب عمود خامس 29 وميول 43.,31,التكاليف .
2257|2023-06-15,4,5100,100.0,0.0,اكراميه فرمجي صب عمود خامس 29 وميول 43.,31,التكاليف .
2257|2023-06-15,5,5100,1000.0,0.0,سلفه من راتب شهر 6 للمهندس احمد توفيق,31,التكاليف .
2257|2023-06-15,6,5100,2000.0,0.0,سلفه من راتب شهر 6 للاستاذ حسن,31,التكاليف .
2257|2023-06-15,7,22103,1000.0,0.0,دفعه من مستخلص نجاره صبري عبد المعطي,232,المقاولون .
2257|2023-06-15,8,22103,1000.0,0.0,دفعه من مستخلص  نجاره علي خليل,232,المقاولون .
2257|2023-06-15,9,22103,100.0,0.0,دفعه من حساب سياره الموقع امير,232,المقاولون .
2257|2023-06-15,10,22103,2000.0,0.0,دفعه من مستخلص حداده محمد رمضان,232,المقاولون .
2257|2023-06-15,11,22103,1000.0,0.0,دفعه من مستخلص مباني شعبان عبد التواب ( ابو عمار),232,المقاولون .
2257|2023-06-15,12,22103,40000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2257|2023-06-15,13,22103,2000.0,0.0,دفعه من مستخلص نجاره محمد محمد شحاته ,232,المقاولون .
2257|2023-06-15,14,22104,3000.0,0.0,دفعه من حساب شركه الطيب,234,الموردين .
2257|2023-06-15,15,22103,10000.0,0.0,دفعه من حساب لودر ابومالك,232,المقاولون .
2257|2023-06-15,16,22104,17300.0,0.0,من حساب شركه فوم تك,234,الموردين .
2257|2023-06-15,17,5100,40429.0,0.0,باقي رواتب شهر 5,31,التكاليف .
2257|2023-06-15,18,22103,3410.0,0.0,حساب العماله ( محمد السوداني ),232,المقاولون .
2257|2023-06-17,1,5100,427.0,0.0,روزمه ورق A3 + بن + مياه,31,التكاليف .
2257|2023-06-17,2,5100,150.0,0.0,بنزين للمولد,31,التكاليف .
2257|2023-06-19,1,5100,100.0,0.0,تكسير مكعبات ال 7 ايام دروه 38,31,التكاليف .
2257|2023-06-19,2,5100,100.0,0.0,تكسير مكعبات ال 7 ايام طبانه 37,31,التكاليف .
2257|2023-06-19,3,5100,200.0,0.0,تكسير مكعبات ال 7 ايام عاديه 36,31,التكاليف .
2257|2023-06-19,4,5100,200.0,0.0,تكسير مكعبات ال 7 ايام عاديه 35,31,التكاليف .
2257|2023-06-19,5,5100,100.0,0.0,تكسير مكعبات ال 7 ايام شخشيخه 32,31,التكاليف .
2257|2023-06-19,6,5100,100.0,0.0,تكسير مكعبات ال 7 ايام دروه 30,31,التكاليف .
2257|2023-06-19,7,5100,100.0,0.0,تكسير مكعبات ال 7 ايام شخشيخه 30,31,التكاليف .
2257|2023-06-19,8,5100,100.0,0.0,تكسير مكعبات ال 7 ايام عمود ثالث 28,31,التكاليف .
2257|2023-06-19,9,5100,100.0,0.0,تكسير مكعبات ال 7 ايام دروه 27,31,التكاليف .
2257|2023-06-19,10,5100,100.0,0.0,تكسير مكعبات ال 7 ايام شخشيخه 38,31,التكاليف .
2257|2023-06-19,11,5100,150.0,0.0,بنزين للمولد ,31,التكاليف .
2257|2023-06-19,12,5100,100.0,0.0,تكسير مكعبات ال 7 ايام شخشيخه 31,31,التكاليف .
2257|2023-06-19,13,5100,100.0,0.0,تكسير مكعبات ال 7 ايام شخشيخه 24,31,التكاليف .
2257|2023-06-19,14,5100,200.0,0.0,تكسير مكعبات ال 7 ايام عاديه 39,31,التكاليف .
2257|2023-06-19,15,5100,100.0,0.0,تكسير مكعبات ال 28 يوم عمود خامس 26,31,التكاليف .
2257|2023-06-19,16,5100,150.0,0.0,اكراميه بمب وفرمجي صب سقف ثالث 28 و سقف خامس 26,31,التكاليف .
2257|2023-06-19,17,5100,150.0,0.0,اكراميه بمب وفرمجي صب سقف ثالث 28 و سقف خامس 26,31,التكاليف .
2257|2023-06-19,18,22103,2000.0,0.0,دفعه من حساب سياره الموقع امير,232,المقاولون .
2257|2023-06-19,19,22103,500.0,0.0,دفعه من مستخلص نجاره محمد صبري ,232,المقاولون .
2257|2023-06-19,20,5100,100.0,0.0,اكراميه غفر عمارات الطاقه الشمسيه ,31,التكاليف .
2257|2023-06-19,21,22103,2000.0,0.0,دفعه من مستخلص مباني مصطفي ,232,المقاولون .
2257|2023-06-19,22,5100,100.0,0.0,تكسير مكعبات ال 28 يوم سقف ثالث 25,31,التكاليف .
2257|2023-06-19,23,22103,1000.0,0.0,دفعه من مستخلص نجاره علي خليل,232,المقاولون .
2257|2023-06-19,24,5100,100.0,0.0,تكسير مكعبات ال 28 يوم دروه 38,31,التكاليف .
2257|2023-06-19,25,5100,100.0,0.0,تكسير مكعبات ال 28 يوم دروه 37,31,التكاليف .
2257|2023-06-19,26,5100,200.0,0.0,تكسير مكعبات ال 28 يوم عاديه 34,31,التكاليف .
2257|2023-06-19,27,5100,100.0,0.0,تكسير مكعبات ال 28 يوم سقف رابع 29,31,التكاليف .
2257|2023-06-19,28,5100,100.0,0.0,تكسير مكعبات ال 28 يوم عمود ثالث 28,31,التكاليف .
2257|2023-06-19,29,5100,100.0,0.0,تكسير مكعبات ال 28 يوم دروه 27,31,التكاليف .
2257|2023-06-19,30,5100,100.0,0.0,تكسير مكعبات ال 28 يوم دروه 42,31,التكاليف .
2257|2023-06-19,31,5100,100.0,0.0,تكسير مكعبات ال 28 يوم سقف خامس 30,31,التكاليف .
2257|2023-06-20,1,22103,1000.0,0.0,دفعه من مستخلص نجاره علي خليل,232,المقاولون .
2257|2023-06-20,2,5100,50.0,0.0,مياه للكرافان ,31,التكاليف .
2257|2023-06-20,3,5100,200.0,0.0,بنزين للكرافان ,31,التكاليف .
2257|2023-06-20,4,22103,2000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2257|2023-06-20,5,12101,0.0,145276.0,الي ح الخزينه ( خزنه يوم 20/6/2023),131,الخزينة .
2257|2023-06-20,6,22103,4000.0,0.0,دفعه من مستخلص مباني مصطفي ,232,المقاولون .
2257|2023-06-20,7,5100,730.0,0.0,شراء سلك رباط للكهربائي ,31,التكاليف .
2257|2023-06-20,8,22103,1000.0,0.0,دفعه من مستخلص مباني شعبان ( ابوعمار,232,المقاولون .
2257|2023-06-20,9,5100,30.0,0.0,مصاريف بنكيه علي الحساب ,31,التكاليف .
2258|2023-06-22,1,5100,100.0,0.0,انبوبه للغفر,31,التكاليف .
2258|2023-06-22,2,22103,3000.0,0.0,دفعه من حساب العماله السودانيه ,232,المقاولون .
2258|2023-06-22,3,22103,7000.0,0.0,دفعه من مستخلص نحاته كرم,232,المقاولون .
2258|2023-06-22,4,5100,100.0,0.0,اكراميه غفير الطاقه الشمسيه ,31,التكاليف .
2258|2023-06-24,1,22103,1680.0,0.0,باقي حساب العماله السوداني للعمل في الطاقه الشمسيه,232,المقاولون .
2258|2023-06-24,2,22103,3000.0,0.0,دفعه من مستخلص كهرباء هشام ,232,المقاولون .
2258|2023-06-24,3,5100,120.0,0.0, مواصلات المهندس محمود وحسن للموقع يوم الجمعه للعمل في الطاقه الشمسيه,31,التكاليف .
2258|2023-06-24,4,22104,50000.0,0.0,دفعه من حساب مورد الرمال النظيفه ابو مالك,234,الموردين .
2258|2023-06-24,5,22103,8000.0,0.0,دفعه من مستخلص لودر ابومالك ,232,المقاولون .
2258|2023-06-24,6,22103,7000.0,0.0,دفعه من مستخلص مياه مصطفي,232,المقاولون .
2258|2023-06-24,7,22103,5000.0,0.0,دفعه من مستخلص عزل الاسطح محمود,232,المقاولون .
2258|2023-06-24,8,22103,5000.0,0.0,دفعه من ميتخلص نقاشه محمد ابراهيم ,232,المقاولون .
2258|2023-06-24,9,22103,8000.0,0.0,دفعه من مستخلص مساحه  المهندس اسلام,232,المقاولون .
2258|2023-06-24,10,22103,10000.0,0.0,دفعه من مستخلص كريتال عبدالله ابو زيد,232,المقاولون .
2258|2023-06-24,11,22103,7000.0,0.0,دفعه من مستخلص سيراميك السيد فرغلي,232,المقاولون .
2258|2023-06-24,12,22103,10000.0,0.0,دفعه من مستخلص حداده محمود خيري ,232,المقاولون .
2258|2023-06-24,13,5100,100.0,0.0,1/2ساعه لودر نقل سن لصب قواعد الطاقه الشمسيه ,31,التكاليف .
2258|2023-06-24,14,22103,10000.0,0.0,دفعه من مستخلص حداده محمد رمضان,232,المقاولون .
2258|2023-06-24,15,22103,5000.0,0.0,دفعه من مستخلص نجاره محمد صبري,232,المقاولون .
2258|2023-06-24,16,22103,10000.0,0.0,دفعه من مستخلص نجاره علي خليل,232,المقاولون .
2258|2023-06-24,17,22103,5000.0,0.0,دفعه من مستخلص نجاره صبري عبد المعطي,232,المقاولون .
2258|2023-06-24,18,22103,10000.0,0.0,دفعه من مستخلص نجاره محمد محمد شحاته,232,المقاولون .
2258|2023-06-24,19,22103,5000.0,0.0,دفعه من مستخلص نجاره منتصر,232,المقاولون .
2258|2023-06-24,20,22104,40000.0,0.0,دفعه من حساب مورد الاسمنت شركه الفتح ,234,الموردين .
2258|2023-06-24,21,22104,40000.0,0.0,دفعه من حساب مورد الكهرباء سمير ( شركه نور الدين ),234,الموردين .
2258|2023-06-24,22,22103,20000.0,0.0,دفعه من مستخلص ال PVC خالد,232,المقاولون .
2258|2023-06-24,23,22103,40000.0,0.0,دفعه من مستخلص نجاره ابواب خالد,232,المقاولون .
2258|2023-06-24,24,22103,100000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2258|2023-06-24,25,22103,1200.0,0.0,دفعه من حساب سياره الموقع امير,232,المقاولون .
2258|2023-06-24,26,22103,8000.0,0.0,دفعه من مستخلص نجاره ابراهيم ,232,المقاولون .
2258|2023-06-25,1,12101,0.0,488700.0,الي ح الخزينه ( خزنه يوم 25/6/2023),131,الخزينة .
2258|2023-06-25,2,5100,67200.0,0.0,رواتب شهر 6,31,التكاليف .
2258|2023-06-25,3,5100,200.0,0.0,لودر لتقفيل الطرق في الموقع,31,التكاليف .
2258|2023-06-25,4,22103,2000.0,0.0,دفعه من حساب الفرمجي محمد نصر ,232,المقاولون .
2259|2023-07-04,1,5100,300.0,0.0,سكر وبن وشاي ومياه,31,التكاليف .
2259|2023-07-04,2,22103,1800.0,0.0,دفعه من حساب امير ,232,المقاولون .
2259|2023-07-04,3,5100,300.0,0.0,بنزين للكرافان ,31,التكاليف .
2259|2023-07-04,4,22103,200.0,0.0,من حساب سياره امير 1,232,المقاولون .
2259|2023-07-09,1,5100,1000.0,0.0,من ح/ مصاريف بنكيه علي الحسابات البنكيه,31,التكاليف .
2259|2023-07-11,1,5100,40.0,0.0,مياه للكرافان,31,التكاليف .
2259|2023-07-11,2,5100,180.0,0.0,بنزين للمولد,31,التكاليف .
2259|2023-07-13,1,22103,5000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2259|2023-07-13,2,5100,6000.0,0.0,اجر سياره الجهاز عن شهر 5,31,التكاليف .
2259|2023-07-13,3,22103,3600.0,0.0,دفعه من سياره الموقع  امير ,232,المقاولون .
2259|2023-07-13,4,5100,2000.0,0.0,سلفه من راتب المهندس احمد توفيق عن شهر 7,31,التكاليف .
2259|2023-07-13,5,5100,2000.0,0.0,سلفه من راتب المهندس محمود عن شهر7,31,التكاليف .
2259|2023-07-13,6,5100,2000.0,0.0,سلفه من راتب الأستاذ حسن شهر 7,31,التكاليف .
2259|2023-07-13,7,5100,1000.0,0.0,سلفه من راتب الأستاذ حسام ندير شهر 7,31,التكاليف .
2259|2023-07-13,8,5100,9000.0,0.0,ايجار شقه المهندس طارق وشقه المهندسيين عن شهر 6,31,التكاليف .
2259|2023-07-13,9,5100,100.0,0.0,نصف ساعه لودر لنقل اليافطه بسبب حفر كابلات الكهرباء في الطريق,31,التكاليف .
2259|2023-07-15,1,5100,566.0,0.0,شراء فايبر للمحاره الخارجي من مصر الجديده  10 لفات عرض 25سم * طول 30 متر + النقل عماره 31,31,التكاليف .
2259|2023-07-15,2,5100,150.0,0.0,بنزين للمولدات,31,التكاليف .
2259|2023-07-15,3,22103,50000.0,0.0,دفعه من مستخلص الابواب  مهندس خالد,232,المقاولون .
2259|2023-07-15,4,5100,50.0,0.0,مياه للكرافان,31,التكاليف .
2259|2023-07-15,5,5100,567.0,0.0,شراء فايبر للمحاره الخارجي من مصر الجديده  10 لفات عرض 25سم * طول 30 متر + النقل عماره 24,31,التكاليف .
2259|2023-07-15,6,5100,567.0,0.0,شراء فايبر للمحاره الخارجي من مصر الجديده  10 لفات عرض 25سم * طول 30 متر + النقل عماره 30,31,التكاليف .
2259|2023-07-17,1,12101,0.0,88240.0,الي ح الخزينه ( خزنه يوم 25/6/2023),131,الخزينة .
2259|2023-07-17,2,5100,50.0,0.0,مياه للكرافان,31,التكاليف .
2259|2023-07-17,3,5100,1120.0,0.0,شراء فايبر للمحاره الخارجي 16 لفات عرض 25سم * طول 30 متر + النقل عماره 31,31,التكاليف .
2259|2023-07-17,4,5100,50.0,0.0,اكراميه سواق سياره الحديد ,31,التكاليف .
2259|2023-07-17,5,5100,100.0,0.0,مواصلات البنك ,31,التكاليف .
2259|2023-07-17,6,5100,500.0,0.0,سلفه للمهندس محمود عن شهر7,31,التكاليف .
2260|2023-07-18,1,5100,1000.0,0.0,ضيافه المهندسين ,31,التكاليف .
2260|2023-07-18,2,22103,900.0,0.0,سياره الموقع امير,232,المقاولون .
2260|2023-07-18,3,5100,75.0,0.0,سكر و شاي,31,التكاليف .
2260|2023-07-18,4,5100,50.0,0.0,تصوير وطباعه لحياه كريمه,31,التكاليف .
2260|2023-07-18,5,5100,41304.0,0.0,تامينات مستخلص 12+ رسم شهاده ,31,التكاليف .
2260|2023-07-18,6,5100,440.0,0.0,زيت 4ك +بنزين للمولد,31,التكاليف .
2260|2023-07-18,7,5100,90.0,0.0,اكراميه بمب صب طبانه وشخشيخه 42,31,التكاليف .
2260|2023-07-18,8,5100,200.0,0.0,كلارك نقل حديد وضبط المشون,31,التكاليف .
2260|2023-07-18,9,22103,2000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2260|2023-07-18,10,22103,1100.0,0.0,دفعه من مستخلص الفرمجي محمد نصر,232,المقاولون .
2260|2023-07-19,1,22103,50000.0,0.0,دفعه من مستخلص مباني شعبان أبو عمار,232,المقاولون .
2260|2023-07-19,2,5100,55.0,0.0,شراء ماء للكرافان,31,التكاليف .
2260|2023-07-19,3,5100,4000.0,0.0,من ح/ الأستاذ محمد مرعي مصروفات اداريه ,31,التكاليف .
2260|2023-07-19,4,22103,50000.0,0.0,دفعه من مستخلص مباني رامي,232,المقاولون .
2260|2023-07-19,5,22103,50000.0,0.0,دفعه من مستخلص الابواب  مهندس خالد,232,المقاولون .
2260|2023-07-19,6,22103,50000.0,0.0,دفعه من مستخلص مباني مصطفي,232,المقاولون .
2260|2023-07-19,7,22104,40000.0,0.0,دفعه من حساب شركه الفتح للاسمنت,234,الموردين .
2260|2023-07-19,8,5100,3000.0,0.0,سلفه من راتب شهر 7 للأستاذ حسام,31,التكاليف .
